 1.3370   1.8630  1.95e+01  4.2210  0.2404  3.33e+03 10.380   18.560 3
 0.9995   2.0400  9.82e+01  0.7768  0.5403  3.99e+03  8.321    7.891 3
 2.0300   2.8700  1.72e+01  4.9540  0.3183  3.43e+03 10.570   20.490 1
 2.2830   9.8630  1.20e+01  2.5310  0.5403  3.99e+03  8.321   24.260 3
 2.0750   5.6330  3.03e+00  6.2360  0.1894  3.24e+03 12.850    7.382 2
 3.4920   7.2320  3.09e+00  7.8800  0.2358  3.31e+03 11.990   28.930 2
 2.1060   3.5680  2.24e+01  3.9230  0.4227  3.60e+03 11.220    9.619 2
 3.5240   2.8460  1.75e+01  8.3590  0.3183  3.43e+03 10.620   23.150 3
 2.6020   1.4380  3.38e+03  3.4080  1.2950  6.24e+03  8.441   15.990 1
 2.4240   4.0040  1.59e+01  4.5490  0.3838  3.55e+03  9.727   19.350 3
 1.6770   3.4620  2.40e+02  2.0790  0.7835  5.27e+03  9.191   10.850 1
 2.2040   4.5480  1.79e+02  2.3600  0.8035  5.35e+03  8.601   13.200 0
 3.1080   6.8530  5.56e+01  3.1880  0.6890  4.80e+03 10.180   16.480 1
 2.7040   6.8430  9.41e+00  3.9850  0.4227  3.60e+03 11.220   10.170 2
 3.9520   9.4120  2.76e+02  2.4710  1.3210  6.31e+03  7.901   21.480 1
 1.4100   9.6600  2.25e+00  2.8470  0.2483  3.33e+03 11.660    7.752 2
 7.5070   2.0700  1.29e+02 12.2000  0.5950  4.15e+03 11.140  146.800 0
 1.6570   1.7120  3.55e+02  2.7720  0.6908  4.82e+03  9.837    9.016 1
 2.1420   5.8700  2.75e+00  6.5710  0.1829  3.24e+03 12.470   11.510 2
 1.6790  21.1500  9.71e+00  1.2790  0.6467  4.62e+03  8.235   13.620 1
 2.1730   7.0250  1.55e+01  2.8220  0.5152  3.85e+03  9.884   14.270 1
 2.7180  20.9900  1.07e+01  1.9520  0.6696  4.67e+03 10.340   11.080 1
 2.6110   6.9570  1.31e+01  3.5000  0.4769  3.78e+03  7.756   56.270 2
 2.2710   6.8610  6.51e+00  3.6930  0.3560  3.50e+03 11.470    8.801 1
 1.7140   2.7350  9.70e+00  5.9730  0.2153  3.28e+03 11.820   12.720 3
 1.9740   3.9490  9.83e+00  4.3420  0.3019  3.41e+03 11.460   10.600 3
 2.2850  15.6800  1.87e+00  3.0130  0.3306  3.45e+03 11.830   10.230 1
 1.3370   1.3500  1.16e+02  2.7690  0.4793  3.77e+03  8.805   22.670 3
 2.4100   7.4600  4.56e+00  4.2210  0.3121  3.42e+03 11.770   12.600 2
 2.2800  14.1400  1.62e+00  3.6020  0.2772  3.38e+03 10.870   11.810 3
 9.0250  16.6700  3.63e+01  5.3240  0.8932  5.33e+03  7.047  271.700 1
10.0800  35.3800  2.75e+01  4.2470  1.0310  6.07e+03  8.298   54.540 1
 3.8770  16.3800  1.06e+02  2.1810  1.1900  6.18e+03  8.090   14.810 1
 1.4880   2.4430  8.40e+00  6.1210  0.1953  3.22e+03 12.020   14.460 3
 2.2670   5.6790  4.63e+00  5.2870  0.2509  3.34e+03 11.730   13.580 2
 1.6410   5.6050  4.14e+00  4.2630  0.2277  3.32e+03  8.560   35.920 2
 2.6300  13.9400  5.03e+00  2.7920  0.4804  3.74e+03 10.370   17.550 2
 2.2640   6.9800  4.85e+00  4.1650  0.3062  3.42e+03 11.570   13.460 2
 2.0970   2.5350  1.60e+01  5.9110  0.2772  3.38e+03 10.870   23.770 3
 3.2960   2.7390  2.28e+01  7.0800  0.3637  3.49e+03 12.640   12.030 2
 1.6610   4.2130  6.69e+00  4.4560  0.2455  3.33e+03 11.190   12.890 2
 5.0680   3.8550  5.28e+01  6.9070  0.5821  4.12e+03 10.650   36.470 1
 1.6840   7.5840  1.12e+00  5.1980  0.1426  3.13e+03 11.270   35.300 0
 4.7530  26.6100  4.44e+00  3.3340  0.5904  4.22e+03 10.800   23.260 1
 2.6030   2.6070  4.85e+01  4.7590  0.4819  3.78e+03  9.984   28.820 2
 2.7460  20.2600  8.99e+01  1.6080  1.1320  6.38e+03  8.859    9.960 1
 2.8430  10.4900  7.57e+00  3.2480  0.4819  3.78e+03  9.984   17.030 2
 2.4360   5.8910  4.12e+00  5.8060  0.2399  3.32e+03 11.240   32.700 3
11.4600  17.8200  9.00e+01  5.9060  1.1640  6.14e+03  7.502  120.400 0
 3.1920   1.8510  2.95e+01  8.7910  0.3135  3.42e+03 12.070   25.620 3
 3.0190   4.6190  3.41e+00 11.7900  0.1832  3.01e+03 12.530   14.750 2
 2.0290   7.0570  3.67e+00  4.3520  0.2577  3.36e+03 10.350   22.040 2
 1.7570   1.1940  4.31e+02  3.5150  0.6382  4.58e+03  7.477   20.220 1
 2.0510   6.8970  2.16e+00  6.0040  0.1801  3.24e+03 11.960   24.150 1
 3.6760  14.8400  1.47e+01  3.0470  0.6409  4.55e+03  8.691   45.520 0
 1.7920   6.9540  7.83e+00  2.8320  0.3909  3.55e+03 10.480   14.670 1
 2.5050   8.3980  6.70e+01  2.1960  0.8026  5.12e+03 10.110   11.730 1
 3.1330  14.7800  2.43e+00  3.9050  0.3621  3.49e+03 11.400   16.750 2
 5.2050   6.5530  4.05e+02  3.7930  1.2720  6.19e+03  8.386   30.110 0
 2.7050  11.4600  1.40e+02  1.7460  1.1160  6.08e+03  8.559   10.120 0
 1.9600   1.1650  3.19e+01  8.7350  0.2233  3.29e+03 12.630   12.370 2
 3.8090  15.7900  6.03e+02  1.6230  1.4880  9.06e+03  8.109    7.415 0
 1.4820   0.6024  1.54e+02  6.7000  0.3413  3.45e+03 11.710   12.720 3
 1.8590   2.1490  9.35e+01  3.4280  0.5519  3.98e+03 10.580    8.122 3
 2.0830   9.0890  2.70e+00  4.0240  0.2622  3.37e+03  9.754   35.390 2
 1.1080   0.5115  1.28e+02  2.9260  0.2692  3.36e+03 12.050   10.720 4
 3.4320  17.9700  1.54e+00  4.3650  0.3257  3.43e+03 11.780   19.260 2
 1.8320   3.6080  2.47e+02  2.2370  0.7713  5.42e+03  8.563   18.380 0
 2.4460  17.3100  2.25e+00  2.7420  0.3885  3.55e+03 11.740    9.272 1
 3.2500  12.3200  1.31e+02  2.2320  1.0340  6.21e+03  8.652   16.460 0
 1.9930   0.5072  3.35e+02  6.7250  0.4461  3.64e+03 13.110    7.705 3
 1.9170   5.6870  1.73e+02  1.8120  0.9038  5.47e+03  9.172    8.122 1
 2.4240  18.4600  2.26e-01  6.8830  0.1211  2.88e+03 12.830   13.580 2
 3.0240   8.5270  1.34e+01  3.4630  0.5363  3.92e+03 11.290   13.020 2
 2.4990  12.3600  2.81e+01  1.9730  0.7495  4.82e+03  9.278   10.840 0
 2.3350  10.2700  4.66e+00  3.1920  0.3876  3.56e+03  8.991   33.940 3
 1.6020   8.1070  2.45e+00  4.9930  0.2115  3.17e+03  8.105   49.560 1
 1.0710   1.2270  7.92e+01  1.4740  0.3876  3.56e+03  8.991    9.434 3
 1.8580   0.8663  1.99e+02  5.1340  0.4775  3.72e+03 10.800   13.390 3
 2.3760  16.6200  1.09e+00  3.9800  0.2472  3.32e+03 12.030   12.690 1
 3.0860  29.8900  3.50e+01  1.6450  0.9909  6.07e+03 10.000    9.455 0
 3.3620   2.8460  4.07e+02  3.8670  0.8732  5.46e+03  9.507   21.440 1
 2.3680   6.1110  2.25e+02  2.0210  1.0170  5.73e+03  8.201   13.980 1
 0.8884   0.7614  1.14e+02  0.9601  0.3410  3.48e+03 10.340    9.487 2
 2.7860  28.8500  8.60e+00  1.6990  0.7209  4.81e+03  9.826   13.560 0
 2.1520  35.7300  9.86e-01  1.8520  0.4136  3.59e+03 11.070    8.546 2
 3.4820   3.8420  6.02e+01  4.7560  0.6001  4.22e+03 11.120   19.150 2
 1.3010   8.9630  2.60e+00  2.1170  0.2546  3.35e+03 10.490    8.837 1
 2.1780   9.6810  3.52e+01  1.9440  0.7176  4.76e+03 10.110    7.346 1
 3.1100  12.9300  1.07e+02  2.0760  1.0890  5.86e+03  8.554   13.310 1
 3.2690   5.7600  4.22e+00  7.7340  0.2393  3.32e+03 11.800   25.040 2
 2.7810   6.9320  1.39e+01  3.6180  0.4931  3.80e+03  9.868   12.110 1
 1.7210  10.9000  3.06e+00  2.7020  0.3246  3.45e+03  8.910   31.750 1
 1.9790   1.6540  1.15e+04  1.9010  1.3990  9.16e+03  8.129    9.324 1
19.1000  10.2700  3.00e+02 10.6500  1.5030  6.18e+03  7.527  318.900 0
 2.8650  18.6300  1.03e+00  4.1960  0.2652  3.35e+03 12.350   15.010 3
 2.6710  10.6700  1.68e+02  1.7380  1.1740  6.08e+03  8.750    9.114 1
 2.7320   1.7010  2.13e+01  9.8590  0.2381  3.32e+03 11.660   24.560 2
 6.7580   9.2350  1.86e+02  4.5600  1.0990  6.07e+03  8.609   84.770 2
 2.7970   1.9510  2.80e+01  7.7260  0.3150  3.41e+03 12.060   16.980 2
 3.0450  13.9600  3.41e+00  3.4990  0.4118  3.59e+03 11.130   12.880 2
 2.0040   1.9810  7.23e+01  4.0850  0.4915  3.78e+03 10.340   10.930 2
 8.0120  38.8800  2.99e+01  3.1380  1.1740  6.08e+03  8.750   25.900 1
 1.8230   2.1200  1.93e+01  5.7100  0.2686  3.36e+03 11.960   14.460 3
 1.6250   3.5480  1.29e+01  3.6430  0.3193  3.45e+03 10.700    9.825 3
 9.2560   6.5280  2.62e+01 10.1000  0.5778  4.14e+03 10.250  162.300 0
 2.7330  12.6300  2.29e+01  2.1920  0.7214  4.67e+03 10.750    9.652 0
 1.3760   0.9006  1.29e+02  3.9460  0.4065  3.57e+03 10.930    7.855 4
 1.6400   6.6350  1.36e+02  1.4990  0.8884  5.46e+03  8.168    7.801 2
 2.2820  15.5800  6.63e-01  5.3260  0.1685  3.22e+03 12.460    9.713 1
 1.8980   7.6270  4.01e+00  3.5150  0.2926  3.41e+03 10.630   15.200 2
 2.6390  10.9800  1.19e+02  1.7960  1.0380  5.92e+03  7.182   10.370 1
 1.8670  10.0200  4.10e+01  1.6540  0.7216  5.00e+03 10.060    8.326 2
 2.1950   3.8200  1.44e+03  2.0550  1.4040  6.74e+03  7.469   12.710 2
 2.4310  17.7900  1.90e+01  1.7450  0.7216  5.00e+03 10.060   12.540 2
 3.5490  24.0000  1.35e+01  2.1640  0.7673  4.97e+03 10.140   12.990 0
 3.7390   6.6420  9.02e+01  3.3330  0.8210  5.08e+03  9.414   43.350 2
 4.7530  10.3000  1.34e+03  2.3000  2.4580  7.46e+03  7.087   15.990 2
 1.7510   2.5540  1.14e+02  2.8200  0.6086  4.31e+03 10.670    8.587 1
 2.2670   0.5657  3.19e+01 20.2300  0.1435  2.87e+03 12.820   18.150 0
 1.9350   0.8234  6.62e+01  8.2310  0.2649  3.36e+03 11.190   26.340 4
 2.0730   6.9760  5.61e+00  3.6270  0.3332  3.44e+03 11.720    8.302 2
 3.9840  15.6700  4.63e+02  1.8730  2.2600  6.70e+03  6.181   13.910 0
 3.3350  17.6400  2.08e+00  3.6990  0.3754  3.55e+03 10.660   13.040 1
 2.9450  11.5500  2.63e+00  4.3680  0.3185  3.42e+03 12.130   15.270 2
 1.8740   5.0230  9.96e+01  2.1100  0.7064  5.00e+03  8.409   12.080 3
 1.7530   2.0000  6.62e+01  3.6480  0.4782  3.74e+03 10.530   11.420 3
 3.1520  37.8000  2.32e-01  4.9750  0.1857  3.23e+03 13.340   11.110 2
 3.8730   4.1970  7.38e+00  9.2450  0.2618  3.35e+03 11.980   38.730 3
 2.0660   2.5590  9.48e+02  2.3080  1.1330  5.86e+03  8.804    9.896 2
 2.1320   6.0970  4.82e+01  2.4120  0.6502  4.55e+03 10.770   10.240 0
 5.0470  12.6000  8.92e+02  2.2140  2.2300  7.62e+03  7.450   12.850 0
 2.0580   1.7570  5.70e+01  4.8170  0.4219  3.60e+03 11.370    7.618 2
 2.8370   6.9760  6.13e+01  2.8710  0.6968  4.94e+03  8.228   35.820 2
 2.8290  13.7700  1.64e+01  2.4630  0.6540  4.51e+03 10.120   11.780 0
 3.9750   1.1590  3.85e+03  5.1420  1.2740  6.10e+03  7.817   40.980 1
13.8000   2.7380  4.12e+02 15.2000  0.8221  5.51e+03  9.831  381.500 0
 2.0840   4.0320  7.24e+00  5.5540  0.2491  3.33e+03 12.150   15.080 3
 3.0410   3.4990  5.32e+02  3.3440  0.9424  6.00e+03  8.435   31.740 0
 3.1290   2.9460  1.82e+03  2.7140  1.4490  6.67e+03  7.775    9.909 0
 3.3740   9.2210  4.75e+00  4.8370  0.3708  3.50e+03 12.300   15.790 1
 0.7744  14.3200  1.26e+00  0.3016  0.2359  3.34e+03  7.909    9.396 2
 1.2260   3.3730  7.07e+00  2.8110  0.2101  3.28e+03 11.580    8.383 3
 1.4040   0.7711  4.90e+01  7.6330  0.2064  3.27e+03 12.330   18.720 3
 1.7890   0.6433  8.37e+01  8.8860  0.2491  3.33e+03 12.150   21.520 3
 2.1600  15.0000  5.45e+01  1.4590  0.9129  5.64e+03  8.683   11.520 0
 2.9570  16.4900  4.66e+01  2.0380  0.8429  5.72e+03 10.690    8.104 0
 1.5900  25.8600  7.63e-01  2.0250  0.2874  3.40e+03 11.030    7.892 2
 3.1640  15.1400  4.65e+01  2.0870  0.8900  5.50e+03 10.200   14.080 0
 2.0000   6.5460  5.47e+00  3.7690  0.3132  3.41e+03 12.280    9.800 2
 1.9310   3.6070  4.90e+02  2.0480  0.9327  6.05e+03  9.386   12.300 1
 2.8560  42.7300  3.08e-01  3.3910  0.2483  3.33e+03 12.260    9.727 2
 2.2120   3.2010  1.58e+01  4.9930  0.3332  3.44e+03 11.720   12.960 2
 3.3520  30.3400  1.91e-01  5.9120  0.1518  3.13e+03 13.400   13.050 2
 3.5890  41.4200  9.34e+00  1.7100  0.8594  5.21e+03  9.807   16.940 0
 3.7150   8.2680  4.44e+01  3.5700  0.6959  4.79e+03 10.250   16.310 0
 2.8130   6.0130  2.69e+00  8.2600  0.1857  3.23e+03 13.340   19.500 2
21.1600   5.9880  5.12e+02 13.9700  1.3660  6.19e+03  8.209  285.000 1
 2.8710  11.3300  4.34e+00  3.6590  0.4029  3.57e+03 10.650   23.010 2
 2.3700   5.8890  6.40e+02  1.8290  1.5470  6.12e+03  7.534   10.420 1
 1.9420   6.9190  7.27e+00  3.1040  0.3747  3.54e+03  9.631    8.697 2
 2.2810   2.0090  9.10e+01  4.3170  0.5331  3.92e+03 10.910   15.850 3
 2.3400  20.9400  2.33e+00  2.3160  0.4386  3.65e+03 10.190   14.290 2
 1.9600  13.0400  8.18e-01  4.9740  0.1659  3.22e+03 13.610    7.353 3
 1.6250   2.2620  5.28e+00  8.4590  0.1444  2.97e+03 13.790    8.245 3
 3.1780   2.0060  3.95e+01  7.3490  0.3873  3.53e+03 12.280   35.700 3
 2.2300   6.8420  1.03e+03  1.4430  1.6790  7.19e+03  7.779    8.531 0
 2.9420   7.3660  5.02e+02  1.9620  1.4600  6.49e+03  9.165   13.390 2
 2.8840   1.8690  9.92e+01  5.5070  0.5290  3.92e+03 10.170   19.920 3
 2.2910   5.2400  1.76e+02  2.1920  0.8725  5.44e+03 10.520   11.350 0
 3.1050   3.3740  1.38e+01  6.9280  0.3187  3.43e+03 10.870   10.450 2
18.3100   6.8570  5.81e+02 11.2700  1.4840  6.47e+03  8.458   22.250 0
 2.6380  26.1400  8.64e-01  3.0730  0.3132  3.41e+03 12.280   10.290 2
 2.9360   2.9150  4.83e+01  4.9920  0.5102  3.84e+03 10.360   26.750 3
 1.9100   2.9900  3.55e+02  2.3230  0.8381  5.43e+03  9.663    8.011 2
 2.1680   3.8390  9.99e+00  5.1600  0.2915  3.39e+03 11.860   11.280 3
 2.6340   7.4250  3.42e+00  5.4400  0.2584  3.35e+03 10.950   27.010 2
 3.9260  10.9200  2.46e+03  1.5960  2.2270  9.70e+03  6.686    7.505 1
 2.7730   3.9930  1.71e+01  5.0200  0.4006  3.56e+03 11.320   14.980 3
 3.4880   2.8360  1.04e+01 10.4100  0.2352  3.31e+03 12.410   31.240 3
 2.5630   6.0550  7.72e+00  4.4160  0.3562  3.48e+03 11.590    8.711 0
 1.1740  23.2400  1.40e+00  0.7977  0.3676  3.53e+03  9.337   10.850 2
 3.6370  15.9800  1.49e+00  5.2150  0.2905  3.39e+03 11.860   16.000 1
 1.1540   1.9760  2.24e+01  2.0940  0.2793  3.38e+03 11.910   12.180 3
 4.2690  61.6500  4.34e+00  1.8820  0.7734  5.09e+03 10.150   48.980 0
 3.9970   7.4730  8.98e+02  2.4480  1.6120  7.28e+03  7.697   20.740 0
 2.4270  49.9400  3.44e-01  2.3460  0.3012  3.41e+03 11.210   18.170 2
 1.3870   1.0020  1.22e+03  2.3780  0.8326  5.14e+03 10.660    9.014 1
 2.1010  15.6100  1.18e+00  3.5250  0.2498  3.33e+03 12.400   10.780 1
 2.5740  38.0300  3.31e+01  1.1000  1.1620  6.22e+03 10.080    9.287 0
 2.2630  37.2600  1.19e+00  1.7810  0.4527  3.71e+03 10.670   12.360 2
 2.7980   9.3920  2.80e+01  2.8030  0.6594  4.51e+03 10.250   13.410 0
 2.6910   7.3260  4.54e+00  4.8740  0.3053  3.41e+03 12.190   11.070 2
 1.3300   2.4930  1.21e+01  3.8810  0.2284  3.31e+03 10.460   15.530 1
 2.4150  39.6100  5.49e-01  2.3020  0.3344  3.44e+03 12.910   10.120 2
 2.3120  11.6600  2.66e+01  2.0220  0.6785  4.80e+03  8.184   12.730 0
 2.4110   8.2050  6.00e+00  3.5310  0.3847  3.54e+03 11.530   14.520 1
 1.2000  10.1400  4.23e+00  1.1380  0.3676  3.53e+03  9.337   21.950 2
 2.7020  10.0800  2.58e+00  4.6890  0.2820  3.37e+03 13.050   14.560 2
 1.1790   2.5520  1.73e+01  3.5840  0.2473  3.20e+03 10.460   10.970 3
 1.1980   0.9061  6.42e+01  3.1590  0.2791  3.38e+03 11.160    9.918 3
 2.4010   3.5130  3.20e+02  2.5740  0.9112  5.43e+03 10.470   10.880 0
 2.9290  13.3800  1.99e+01  2.4320  0.6715  4.69e+03  9.917   12.670 0
 1.9630   5.4560  2.89e+02  1.7570  1.0220  5.86e+03  9.799    7.768 1
 2.5000   2.3780  9.97e+02  2.7620  1.1010  5.90e+03  9.756   14.990 3
 2.7200   4.0190  6.99e+00  7.1840  0.2447  3.32e+03 12.810   17.860 1
 1.6400   7.5090  2.83e+01  1.8510  0.6168  4.33e+03 10.720   10.960 2
 1.3280   1.9300  2.52e+01  3.3310  0.2947  3.41e+03 11.260    7.747 3
19.3800  20.0100  3.22e+01 11.4400  0.7963  5.66e+03  9.695  901.200 0
 2.0460   5.5020  2.05e+00  7.1350  0.1610  3.06e+03 12.720    8.229 2
 2.1060  17.4800  2.35e+00  2.3970  0.3967  3.56e+03 11.000    7.725 1
 1.2360   0.6828  1.66e+02  2.9980  0.3856  3.54e+03 11.330   18.160 3
 2.1920   5.8660  4.86e+00  4.8210  0.2659  3.36e+03 11.830   11.210 2
 3.0700   6.2110  1.72e+01  4.0560  0.5089  3.81e+03 11.340   19.480 2
 2.1680  15.8300  5.12e+01  1.5660  0.8284  5.81e+03 10.750   13.400 1
 4.6830  31.0700  1.02e+01  2.7520  0.7466  5.02e+03 11.070   25.680 0
 3.3920  32.8500  2.68e+00  2.3590  0.5667  4.04e+03 12.030   19.040 0
 2.6350  19.4100  2.43e+02  1.2940  1.9480  6.46e+03  8.996   10.870 0
 0.6986   0.8485  1.26e+02  0.3620  0.3866  3.56e+03 10.100   13.540 3
 2.8950  16.3300  4.16e+00  2.8470  0.4841  3.77e+03 10.880   13.170 2
 2.2440   6.3910  5.09e+00  7.9020  0.2473  3.20e+03 10.460   18.280 3
 1.4260   0.5871  1.04e+02 28.0400  0.2290  2.56e+03  7.623  224.200 2
 2.9090  18.0100  1.26e+02  1.6040  1.2710  6.46e+03 10.070   10.460 0
 2.3510  18.2800  3.45e+02  1.0570  1.9920  7.03e+03  8.501   10.320 2
 1.7220  21.9800  6.43e-01  2.8720  0.2262  3.29e+03 13.260    8.043 2
 3.2920   9.6660  3.15e+01  3.0740  0.6817  4.66e+03 11.630   19.160 1
 1.4880   0.7126  2.48e+02  5.0440  0.4658  3.74e+03 10.290   13.530 4
 1.4730   4.8090  4.88e+00  4.5900  0.2262  3.29e+03 13.260    9.607 2
 3.6920   3.8450  2.60e+02  3.9020  0.8563  5.42e+03  9.824   38.090 0
 1.2970   1.8450  1.14e+02  2.0420  0.5509  3.98e+03 10.640   12.810 2
 2.2060   5.6540  5.05e+00  4.9090  0.2656  3.35e+03 12.850   20.180 2
 1.3370   3.2660  1.30e+01  2.8910  0.3012  3.39e+03 12.830    7.424 3
 2.7300  20.5900  3.93e+00  2.3730  0.5256  3.90e+03 10.550    8.355 2
 3.0210  87.6300  2.59e+01  0.8384  1.4580  7.14e+03  9.298   10.600 0
 3.3320   2.1830  5.79e+01  6.4300  0.4741  3.74e+03 10.350   31.130 2
 2.2450  12.9800  1.38e+00  4.2350  0.2339  3.31e+03 11.310   15.400 1
 2.1010   9.7740  7.63e+00  2.5440  0.4757  3.71e+03 12.560    8.015 2
 1.0130   1.7150  4.53e+01  1.1150  0.3676  3.53e+03  9.337   35.350 2
 2.9690   9.9910  2.16e+00  5.6260  0.2514  3.33e+03 13.390   24.090 2
 2.0350   6.1000  1.61e+02  1.9580  0.8633  5.56e+03  9.096   13.290 0
 2.7960   2.3620  3.18e+03  2.8220  1.5960  6.68e+03  6.093   60.280 1
 3.6150   4.6440  7.77e+00  7.9390  0.2905  3.38e+03 12.270   21.640 1
 1.9120   2.6650  3.38e+02  2.5660  0.7517  5.37e+03 12.150    8.052 1
 2.1100  16.9500  2.48e+00  2.3940  0.3986  3.57e+03 10.670    8.310 1
 3.6780   8.6250  7.09e+02  2.0490  1.6550  7.19e+03  9.480    7.734 1
 1.7420   5.0290  1.98e+03  1.2360  1.8660  7.30e+03  7.975    9.640 0
 1.6390   5.6260  3.19e+00  4.1760  0.2121  3.24e+03 11.890    9.439 2
 2.7920  13.9300  6.62e+00  2.7600  0.5256  3.90e+03 10.550   21.750 2
 1.4850   2.0500  7.87e+01  3.3620  0.5053  3.88e+03  9.850    9.745 3
